path	chapter	relevance	use_case	action
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_02_feat_ruwe.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_03_feat_astrometric_excess_noise.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_04_feat_parallax_over_error.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_05_feat_visibility_periods_used.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_06_feat_ipd_frac_multi_peak.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_07_feat_c_star.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_08_feat_pm_significance.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_09_feat_astrometric_excess_noise_sig.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_10_feat_ipd_gof_harmonic_amplitude.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_11_feat_ipd_gof_harmonic_phase.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_12_feat_ipd_frac_odd_win.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_13_feat_phot_bp_n_contaminated_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_14_feat_phot_bp_n_blended_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_15_feat_phot_rp_n_contaminated_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/01_snr_vs_feature_16_feat_phot_rp_n_blended_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/00_snr_vs_feature_spearman_bar.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_psf0_full/snr_diagnostics/10_metric_vs_snr_bins.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/01_chi2nu_hist_test.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/01b_chi2nu_hist_test_log10.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_02_feat_ruwe.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_03_feat_astrometric_excess_noise.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_04_feat_parallax_over_error.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_05_feat_visibility_periods_used.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_06_feat_ipd_frac_multi_peak.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_07_feat_c_star.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_08_feat_pm_significance.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_09_feat_astrometric_excess_noise_sig.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_10_feat_ipd_gof_harmonic_amplitude.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_11_feat_ipd_gof_harmonic_phase.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_12_feat_ipd_frac_odd_win.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_13_feat_phot_bp_n_contaminated_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_14_feat_phot_bp_n_blended_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_15_feat_phot_rp_n_contaminated_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/01_snr_vs_feature_16_feat_phot_rp_n_blended_transits.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/00_snr_vs_feature_spearman_bar.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/ml_xgb_pixelsflux_16d_augtrain_g17_nonpsf_full/snr_diagnostics/10_metric_vs_snr_bins.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/vae/cvae_diag_16d_phase3/train_x0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/train_y0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/train_ell_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/train_sigma_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/val_x0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/val_y0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/val_ell_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/val_sigma_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/test_x0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/test_y0_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/test_ell_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_diag_16d_phase3/test_sigma_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_fb025_b02_w07_trueflux/best_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_fb025_b02_w07_trueflux/worst_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_fb025_b02_w07_trueflux/random_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_fb025_b02_w07_trueflux/ellipticity_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_fb025_b02_w07_trueflux/sigma_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z16_fb005_b005_w08_trueflux_n20/best_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z16_fb005_b005_w08_trueflux_n20/worst_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z16_fb005_b005_w08_trueflux_n20/random_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z16_fb005_b005_w08_trueflux_n20/ellipticity_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z16_fb005_b005_w08_trueflux_n20/sigma_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/best_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/worst_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/random_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/z_rms_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/ellipticity_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb002_b005_w09_trueflux_n30/sigma_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/best_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/worst_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/random_true_pred_z.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/z_rms_hist.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/ellipticity_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/vae/cvae_eval_16d_phase3_z32_w2_fb000_b01_w05_trueflux_n40/sigma_distribution_compare.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
plots/ml_runs/base_v11_16d/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v11_16d/01_chi2nu_hist_test.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v11_16d/01b_chi2nu_hist_test_log10.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v11_16d/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v11_16d/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/moe_v2_psf_16d/rmse_val_per_pixel_hist.png	Appendix	Medium	Project artifact	Review manually if cited
plots/ml_runs/moe_v2_nonpsf_16d/rmse_val_per_pixel_hist.png	Appendix	Medium	Project artifact	Review manually if cited
plots/ml_runs/base_v12_w2/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w2/01_chi2nu_hist_test.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w2/01b_chi2nu_hist_test_log10.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w2/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w2/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w1p5/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w1p5/01_chi2nu_hist_test.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w1p5/01b_chi2nu_hist_test_log10.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w1p5/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w1p5/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3p0/rmse_val_per_pixel_hist.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3p0/01_chi2nu_hist_test.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3p0/01b_chi2nu_hist_test_log10.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3p0/02_mean_maps_true_pred_absresid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/ml_runs/base_v12_w3p0/03_examples_resid_raw.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
plots/pca/explained_variance_k032.png	Chapter 3	High	PCA representation justification	Promote
plots/qa/dataset_checks/ERO-Abell2390/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2390/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2390/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2390/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2764/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2764/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2764/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Abell2764/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Barnard30/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Barnard30/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Barnard30/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Barnard30/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Dorado/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Dorado/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Dorado/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Dorado/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Fornax/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Fornax/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Fornax/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Fornax/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-HolmbergII/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-HolmbergII/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-HolmbergII/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-HolmbergII/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Horsehead/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Horsehead/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Horsehead/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Horsehead/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC10/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC10/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC10/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC10/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC342/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC342/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC342/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-IC342/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Messier78/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Messier78/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Messier78/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Messier78/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC2403/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC2403/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC2403/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC2403/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6254/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6254/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6254/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6254/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6397/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6397/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6397/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6397/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6744/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6744/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6744/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6744/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6822/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6822/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6822/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-NGC6822/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Perseus/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Perseus/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Perseus/overlay_boxes.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Perseus/quick_visual_check.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Taurus/dxdy_hist.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
plots/qa/dataset_checks/ERO-Taurus/fullframe_overview.png	Chapter 2 / Appendix	Medium	Data pipeline QA and normalization validity	Select representative only
